dataset,scenario,seed,rows,unique_rows,windows,samples_per_window,replacement,trace_sha256,energy_measured,eligible_claim
ton_iot,drift,157,50000,19749,500,100,,8db461cd292378a83bb927edf481df4fe6b9de555cf56a7086258e05eb896c17,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ton_iot,drift,191,50000,19757,500,100,,76defdf562db614e2c913118cb5ca0648a39e61e7e3119a04dbb5d174ecf0e2a,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,11,20000,20000,200,100,False,292d1f8697e030530fbc6e76a8803e5f44976d8745e2e030517283451935c9b2,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,23,20000,20000,200,100,False,01a9fa0f8625fc8cbb3081363dbd136fe1b70ca5664e0971185d2e253d257f66,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,37,20000,20000,200,100,False,986f8b6e142a4415030e669b6e01e4440e7169ea059489ee50973fc6378607f4,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,53,20000,20000,200,100,False,9155e35b65975a09b76c08832e7c95ee0810fa208d067013a338108344eb7657,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,71,20000,20000,200,100,False,2fb21c6377ef14c06adcd334613802e6f0071ffdd6f0b631f5d62aa92bb01f23,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,89,20000,20000,200,100,False,4f616f7a50bba3537eb6326fb65a6fa2832c2de791755bfbd9fb42fe676d43e3,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,107,20000,20000,200,100,False,cb41e5e6d2aa29adfae19e6632536d924a85aa5b329f029c4e494f0601395af3,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,131,20000,20000,200,100,False,b204164776110862b4d85421dd44e88a4fb4b92f81bd27e55e6d7ba7fa809cec,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,157,20000,20000,200,100,False,d34e0b8fd963ea1b07b3b74e8566fdef4e49b738894893aa9dc35404d9a94f33,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,stationary,191,20000,20000,200,100,False,1a39daaec9c6d50e3e89bbeedf6191778346236884cc707e18df41bf614abb06,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,11,50000,21027,500,100,,198ebf220c19352b285dbfa18a37f38d08500427384acd46ea39d23d7f6d3c58,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,23,50000,21026,500,100,,9489b0ce016b1de6e3ad9a6497a3482c3655bf8f408073b3e07d22294be2f3d3,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,37,50000,21027,500,100,,f7881829a914c302d5ee70377153a81175963c12b86b114dc32c51a728d0928d,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,53,50000,21027,500,100,,1b31541e94905e5e042141fa7ac1a96af44afaf248571f3081084ef484d568fd,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,71,50000,21027,500,100,,aaa1e9f09e3f791db3d2af055af857c2a359d8465596d856b6ff6ec70eef98e4,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,89,50000,21027,500,100,,9b3a816c436d10e37ca2e6f382dc26557213625a88210ebbeb3ae033cd69c4fb,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,107,50000,21026,500,100,,38b9bdbc23b687e0e4d57b4867b5ead7e82311422b4e6231e3c0b3f0d9fc748f,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,131,50000,21028,500,100,,2673e3f1dd0395796b7125ce30a38147da7a1424f6f2ae6afb10e177c84b21b4,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,157,50000,21028,500,100,,ccc2d70c6fa9dcbe869c4a966e62911b4784e52f0941672fcb2da4e7db4359a8,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
ciciot2023,drift,191,50000,21028,500,100,,7a86a31dfde47d38f2d0bb58138a69a4447616eaf29f217e2ec274c6457508fa,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,11,20000,20000,200,100,False,2dfde0625f6a055ee1884dbd6bc256adebfe517b3f770832c4f7f3836d45393a,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,23,20000,20000,200,100,False,6e6970f0782d426ae73ff7b9bb707ead48a7e3780463321d31b721e7db50ec50,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,37,20000,20000,200,100,False,8b5263f43bb5891a5b2b732b86a4db8afb09f2f1a0dbc02285293711eecda4e4,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,53,20000,20000,200,100,False,2f411188f167b52633df0dde20810e2ab2052dd02eb6076e22813a9d27948335,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,71,20000,20000,200,100,False,ded54663fdf82eabf13c27f1b232379c34645ca287f7f5d62aec3b6caea4f916,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,89,20000,20000,200,100,False,9142c7f1008816b7b37adb787c625e6f4b862a34f0c947adb3fd967dd97a92a2,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,107,20000,20000,200,100,False,9ee9ba757dedd328935b5bfc7da83029e2206f824c41d3f37ef5cde134ed79a7,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,131,20000,20000,200,100,False,8d2843134e3429667796e66bea71ef2b6272d8051c54e0eb8e87df2f6a1e1b9b,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,157,20000,20000,200,100,False,d9d5a7d363ac130e99bc6aa301f608ac1d2467824afc656bc06ae32e8e3cbb8a,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
n_baiot,stationary,191,20000,20000,200,100,False,7d03d87010c886334bcd6a136ae66f2d6e36d811676d024d4de2f1f6164c83fe,False,held-out classifier predictions on controlled replay only; no adaptive scheduler or physical energy result
