source_shard,source_row_id,assigned_split,source_group_hash,feature_fingerprint,group_has_prior_used_row,fingerprint_seen_in_prior_used_rows,unused_reason,eligible_untouched_holdout
0,28734,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,54ef5780d742aa4ae79a811b2a8d7f9b226468d1e24f8ff013792ca849bb1e3d,true,true,source_group_already_used,false
0,28921,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,e374beec5398f4570f341bc3fbb3d662465f39f51d4996929aebe3d86d5e8305,true,true,source_group_already_used,false
0,28926,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,b830f4d66072f8bd552a077d8933098caa3d6fdef782a9a5d514d06f17e3b0a6,true,true,source_group_already_used,false
0,28940,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,032e7c0bd585a6c3b01148ea8f7be2b0fa3a57244d87c43e500eb8458465d003,true,true,source_group_already_used,false
0,28946,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,b163754c9162e858dd3ec5d5fff36754898d292d9be0ecff311440f44dfd04c0,true,true,source_group_already_used,false
0,28951,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,1a5d9421cc74600d2831c5d848eb4c36605faea8ae71c306b3e9583b5b2f749f,true,true,source_group_already_used,false
0,28961,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,eb8902347839e19a512fb7a3a295bd0071980a7abe9a76fccb1796bfc99870ef,true,true,source_group_already_used,false
0,28969,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd20069a6b507b8d2bd4f1d0fd310a0e40969d796a2c6db2a8ea54a98d4a3670,true,true,source_group_already_used,false
0,28976,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,f0727a4b28fc6329fe188c0139218c5bed64f361d02adb4dad45afe65665c373,true,true,source_group_already_used,false
0,28977,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,d0b57342857772591d50c2459721ab2e9580f57ff9e4e0212edb9931d878868d,true,true,source_group_already_used,false
0,28978,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,6183d1fa1f44448a083265f8d3e745ce10e4208b1c55db8b5ae3d53d2e6cb6a8,true,true,source_group_already_used,false
0,28984,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,032e7c0bd585a6c3b01148ea8f7be2b0fa3a57244d87c43e500eb8458465d003,true,true,source_group_already_used,false
0,28990,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,4631d669580fafa6b9d65225592bd9ca1da0a46abeb8068e797a17d94307c89c,true,true,source_group_already_used,false
0,28999,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,656048c7183c0f752a7accfdd453204525f7629b281c5cd7d21db2a3df009636,true,true,source_group_already_used,false
0,29006,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,1a5d9421cc74600d2831c5d848eb4c36605faea8ae71c306b3e9583b5b2f749f,true,true,source_group_already_used,false
0,29010,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,7c9d10874ad88221ccc62a80c57972b7700d8b81cdd1451ad3bf98f8af4e9c23,true,true,source_group_already_used,false
0,29288,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,656048c7183c0f752a7accfdd453204525f7629b281c5cd7d21db2a3df009636,true,true,source_group_already_used,false
0,29304,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,7c9d10874ad88221ccc62a80c57972b7700d8b81cdd1451ad3bf98f8af4e9c23,true,true,source_group_already_used,false
0,29306,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,1ae6f5d54ac2ab6d8e464c277bd8987b8a05144c2d913813886c01d2f054ad66,true,true,source_group_already_used,false
0,29314,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,b163754c9162e858dd3ec5d5fff36754898d292d9be0ecff311440f44dfd04c0,true,true,source_group_already_used,false
0,29321,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,6183d1fa1f44448a083265f8d3e745ce10e4208b1c55db8b5ae3d53d2e6cb6a8,true,true,source_group_already_used,false
0,29322,test,ad5721285efa2d15406c5bea0badf3239550716f138fa006df1e875c258c8ed2,cc2645fd0020484659857af48851a1e2bb2b0f1a69ea97644ccc972356ced34f,true,true,source_group_already_used,false
0,29323,test,ad5721285efa2d15406c5bea0badf3239550716f138fa006df1e875c258c8ed2,cc2645fd0020484659857af48851a1e2bb2b0f1a69ea97644ccc972356ced34f,true,true,source_group_already_used,false
0,29324,test,ad5721285efa2d15406c5bea0badf3239550716f138fa006df1e875c258c8ed2,cc2645fd0020484659857af48851a1e2bb2b0f1a69ea97644ccc972356ced34f,true,true,source_group_already_used,false
0,29325,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,76e4e64a713ee6ce601412e4e5cc173e9ed515b12bf74aa131f2e1d98e3d8544,true,true,source_group_already_used,false
0,29326,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,eb8902347839e19a512fb7a3a295bd0071980a7abe9a76fccb1796bfc99870ef,true,true,source_group_already_used,false
0,29330,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd20069a6b507b8d2bd4f1d0fd310a0e40969d796a2c6db2a8ea54a98d4a3670,true,true,source_group_already_used,false
0,29343,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,83f0cafd6e308437bfd6837ef50e030ded040bd2c952ebc3672c75df3e42ab50,true,true,source_group_already_used,false
0,29347,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,6183d1fa1f44448a083265f8d3e745ce10e4208b1c55db8b5ae3d53d2e6cb6a8,true,true,source_group_already_used,false
0,29352,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd20069a6b507b8d2bd4f1d0fd310a0e40969d796a2c6db2a8ea54a98d4a3670,true,true,source_group_already_used,false
0,29354,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,cb77238236ea84e38dcb607628fe6840bfca9cb4a795623999d86167975cb102,true,true,source_group_already_used,false
0,29359,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,ce8d7424d6237577ade5710f6c025f25066689d7861d6a055cb2d0d043a401b7,true,true,source_group_already_used,false
0,29360,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,eb8902347839e19a512fb7a3a295bd0071980a7abe9a76fccb1796bfc99870ef,true,true,source_group_already_used,false
0,29486,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,ee5f217560eb09bb75cfddccaaa19ca4a5339393f7dbab33af2854e76fb2b956,true,true,source_group_already_used,false
0,29487,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,ee5f217560eb09bb75cfddccaaa19ca4a5339393f7dbab33af2854e76fb2b956,true,true,source_group_already_used,false
0,29488,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,f0727a4b28fc6329fe188c0139218c5bed64f361d02adb4dad45afe65665c373,true,true,source_group_already_used,false
0,29493,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,54ef5780d742aa4ae79a811b2a8d7f9b226468d1e24f8ff013792ca849bb1e3d,true,true,source_group_already_used,false
0,29497,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,7c9d10874ad88221ccc62a80c57972b7700d8b81cdd1451ad3bf98f8af4e9c23,true,true,source_group_already_used,false
0,29500,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,2c7a6786be5c2b47cf9f57c2abd6543cc62f1c0595e6676ce618d8f5a7b18df9,true,true,source_group_already_used,false
0,29501,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,032e7c0bd585a6c3b01148ea8f7be2b0fa3a57244d87c43e500eb8458465d003,true,true,source_group_already_used,false
0,29508,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,ee5f217560eb09bb75cfddccaaa19ca4a5339393f7dbab33af2854e76fb2b956,true,true,source_group_already_used,false
0,29510,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,8e793fccaedd22f73d780a63a9b9462bd06feab9dc293ac4a23515f20a24e1c9,true,true,source_group_already_used,false
0,29513,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd20069a6b507b8d2bd4f1d0fd310a0e40969d796a2c6db2a8ea54a98d4a3670,true,true,source_group_already_used,false
0,29521,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,eb8902347839e19a512fb7a3a295bd0071980a7abe9a76fccb1796bfc99870ef,true,true,source_group_already_used,false
0,29524,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd20069a6b507b8d2bd4f1d0fd310a0e40969d796a2c6db2a8ea54a98d4a3670,true,true,source_group_already_used,false
0,29526,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,c34fe0a60b6841339db54a4a302538e841eb0c96458ed3c56728d5279c3bbcb8,true,true,source_group_already_used,false
0,29539,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,b494282b3d1d850d4bed79c8792c7376880f9926e416f6285e4c940b9e3b0502,true,true,source_group_already_used,false
0,29540,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,d19c3c72b01977bb074852f71387c633b91c036df9c60d8f2db358553cbca7f0,true,true,source_group_already_used,false
0,29549,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,032e7c0bd585a6c3b01148ea8f7be2b0fa3a57244d87c43e500eb8458465d003,true,true,source_group_already_used,false
0,29551,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,13bbcfca835eb3f99893f604958c906cceb64d3db0163d670c678c89baa57896,true,true,source_group_already_used,false
0,29559,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fef840f66b90fa230b771297c728118292b2816165a7a87e426da7730084700b,true,true,source_group_already_used,false
0,29567,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,032e7c0bd585a6c3b01148ea8f7be2b0fa3a57244d87c43e500eb8458465d003,true,true,source_group_already_used,false
0,29568,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,2d80c54f98c5d34225a1137c988986a4e639ea1bde400c127e5f98500c08a268,true,true,source_group_already_used,false
0,29569,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,c34fe0a60b6841339db54a4a302538e841eb0c96458ed3c56728d5279c3bbcb8,true,true,source_group_already_used,false
0,29572,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,83f0cafd6e308437bfd6837ef50e030ded040bd2c952ebc3672c75df3e42ab50,true,true,source_group_already_used,false
0,29575,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,adccfaf9aae111a302f29b8002aaf0858d83853ad2a169fca40f76cdfb9ab9da,true,true,source_group_already_used,false
0,29591,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,9e28010747a1e5f3384e4bff3122f16a8fc763c142b64dee783e157be20c4593,true,true,source_group_already_used,false
0,29792,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,adccfaf9aae111a302f29b8002aaf0858d83853ad2a169fca40f76cdfb9ab9da,true,true,source_group_already_used,false
0,29794,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,e7d4519808bff698630d04225369bacd87b2075adc68f6d2220d5b2abdb40b99,true,true,source_group_already_used,false
0,29796,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,d4be48885b72fe714c9a40a71abc0694219ba01d7b5b0ad18f9e87b5b45d9022,true,true,source_group_already_used,false
0,29816,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,a92df894e24c4ebe50c3d15ba3d987f88b7477933f81fe67bfe56b7b234e3550,true,true,source_group_already_used,false
0,29825,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,bad0d2fc714983ab264d84dd90b2c0365dbf78b870abc231c4e9450fd3ae6447,true,true,source_group_already_used,false
0,29832,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,032e7c0bd585a6c3b01148ea8f7be2b0fa3a57244d87c43e500eb8458465d003,true,true,source_group_already_used,false
0,29834,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,f0727a4b28fc6329fe188c0139218c5bed64f361d02adb4dad45afe65665c373,true,true,source_group_already_used,false
0,29837,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,eb8902347839e19a512fb7a3a295bd0071980a7abe9a76fccb1796bfc99870ef,true,true,source_group_already_used,false
0,29843,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,aae63e31db52882e9bf91c92937803a30d54e0448728be1bd84c8b03df2cd2fc,true,true,source_group_already_used,false
0,29854,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,e374beec5398f4570f341bc3fbb3d662465f39f51d4996929aebe3d86d5e8305,true,true,source_group_already_used,false
0,29871,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,16add3f111afece6d2478808a8b6716ac4a950918a6b942740516236352e1aa5,true,true,source_group_already_used,false
0,30048,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd3f4b7742c61028afe61e4bebdbe86d2850d2bc109a0fb30ab388033fef7cd9,true,true,source_group_already_used,false
0,30049,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,a03398bb9bd3b4f80c5e7dc280490dc2fa96e4df5c9821348d9320e23f5bb207,true,true,source_group_already_used,false
0,30052,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,f39b316586b17d9c61045164cca5f8ffdddd087bbe09f611edfc80cf3162b234,true,true,source_group_already_used,false
0,30061,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd3f4b7742c61028afe61e4bebdbe86d2850d2bc109a0fb30ab388033fef7cd9,true,true,source_group_already_used,false
0,30064,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd20069a6b507b8d2bd4f1d0fd310a0e40969d796a2c6db2a8ea54a98d4a3670,true,true,source_group_already_used,false
0,30065,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,01db86b6d5285a483df11b4d1f1b65e53e179e2fff89b733dd4746b587058846,true,true,source_group_already_used,false
0,30066,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,28d8d4406fff8565fffc89c39cf2c05238ffa9d89560fa9317ce09f16a4766f9,true,true,source_group_already_used,false
0,30067,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,a92df894e24c4ebe50c3d15ba3d987f88b7477933f81fe67bfe56b7b234e3550,true,true,source_group_already_used,false
0,30068,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,d0b57342857772591d50c2459721ab2e9580f57ff9e4e0212edb9931d878868d,true,true,source_group_already_used,false
0,30070,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,c705b758e9411aeb52224e3d2f2e42a493f31347292816c51bcb521d50b76033,true,true,source_group_already_used,false
0,30078,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,d74e08ebc5eb0aeb2957720d325ad3d7c8c87262e21555825f0fa496936143d0,true,true,source_group_already_used,false
0,30081,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,54ef5780d742aa4ae79a811b2a8d7f9b226468d1e24f8ff013792ca849bb1e3d,true,true,source_group_already_used,false
0,30089,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,845925781eaae5701a4f86903e0eb2cde370f0217592729cc2c0616cea361ea5,true,true,source_group_already_used,false
0,30094,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,79f455b058247215658891535140cde981f1d67a3f13df9fd883f6de5a5b2ea8,true,true,source_group_already_used,false
0,30100,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,54282b412e53d1c5e9b609352f0205064c8130060f251b58182250c33a6610be,true,true,source_group_already_used,false
0,30104,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,fd3f4b7742c61028afe61e4bebdbe86d2850d2bc109a0fb30ab388033fef7cd9,true,true,source_group_already_used,false
0,30107,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,adccfaf9aae111a302f29b8002aaf0858d83853ad2a169fca40f76cdfb9ab9da,true,true,source_group_already_used,false
0,30109,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,e1918bb2e0b8f09ecce53765506de3736d8694019086f81845352f931f9ec63d,true,true,source_group_already_used,false
0,30113,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,b0fbcc438dc3eb5914c9140624ad5e07d3098b3c208e2da0f35c018bf37e9207,true,true,source_group_already_used,false
0,30118,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,eb8902347839e19a512fb7a3a295bd0071980a7abe9a76fccb1796bfc99870ef,true,true,source_group_already_used,false
0,30127,validation,f080e20ea1cd049a90522dce376352019b75c840a6082f1dd42f1961b31f9bf7,dc97761537f9e251eee66f6f613ebeb6096abf5aeca65337390cffd797c185a8,true,true,source_group_already_used,false
